University of Illinois System - Investment Office,,,,,
Security Inventory,,,,,
By Fund Group,,,,,
"June 30, 2022",,,,,
,,,,,
,,Maturity,,,
PVTPL ELECTRONINKS WRITEABLES INC CO,,,"60,000.00","1,000.00","1,000.00"
PVTPL EP PURIFICATION INC COMMON STO,,,"121,053.00","1,000.00","1,000.00"
PVTPL EPICORE BIOSYSTEMS INC COMSTK,,,"295,000.00","1,000.00","1,000.00"
PVTPL IEP QUALITY INC COM STK,,,"1,000.00","1,000.00","1,000.00"
PVTPL INNSIGHT TECHNOLOGY INC COMSTK,,,"4,167.00","1,000.00","1,000.00"
PVTPL INPRENTUS INC COM STK,,,"10,325.00","1,000.00","1,000.00"
PVTPL INTELINAIR INC COM STK,,,"124,000.00","1,000.00","1,000.00"
PVTPL NETWORK PERCEPTION INC COM STK,,,"500,000.00","1,000.00","1,000.00"
"PVTPL NEUROLUX, INC. COMMON STOCK",,,"4,110.00","1,000.00","1,000.00"
PVTPL PHI OPTICS INC COM STK,,,"683,469.00","2,000.00","2,000.00"
PVTPL PHOTONICARE INC COM STK,,,"1,000,000.00","1,000.00","1,000.00"
PVTPL PRENOSIS INC COM STK,,,"3,263.00","2,000.00","2,000.00"
PVTPL RECONSTRUCT INC COM STK,,,"22,380.00","1,000.00","1,000.00"
PVTPL RELIANT IMMUNE DIAGNOSTICS INC,,,"926,548.00","1,000.00","1,000.00"
PVTPL SERIONIX INC COM STK,,,"30,000.00","1,000.00","1,000.00"
PVTPL SFUNGA THERAPEUTICS INC,,,"563,000.00","1,000.00","1,000.00"
PVTPL SNAPSHOT ENERGY LLC COM STK,,,"2,846.00","3,000.00","3,000.00"
PVTPL TEXT-IE INC COM STK,,,"11,111.00","1,000.00","1,000.00"
PVTPL VALKYRIE COMPUTER SYSTEMS INC ,,,"100,000.00","1,000.00","1,000.00"
PVTPL VANQUISH ONCOLOGY INC COM STK,,,"85,000.00","1,000.00","1,000.00"
PVTPL VERIFLOW SYSTEMS INC COM STK,,,"155,756.00","1,000.00","1,000.00"
PVTPL VOXEL8 INC COM STK,,,"371,596.00","3,000.00","3,000.00"
PVTPL WEARIFI INC COM STK,,,"5,316.00","1,000.00","1,000.00"
RIVERGLASS INC,,,"761,758.00","3,000.00","3,000.00"
SEMPRIUS INC COM STK,,,"1,000,000.00","1,000.00","1,000.00"
SHARETHIS INC COM STK,,,"434,280.00","2,000.00","2,000.00"
SMARTSPARK ENERGY SYS,,,"350,000.00","1,000.00","1,000.00"
SOLIDWARE TECHNOLOGIES COM STK,,,"417,317.00","1,000.00","1,000.00"
SURF CANYON INC (DEL) COM           ,,,"100,000.00","1,000.00","1,000.00"
TETRA VITAE BIOSCIENCE INC COM,,,"138,818.00","1,000.00","1,000.00"
VISUAL INFORMATION TECHNOLOGIES INC ,,,"9,000.00","1,000.00","1,000.00"
XERION ADVANCED COM,,,"1,523.00","1,000.00","1,000.00"
ZMOS TECH INC,,,"342,500.00","1,000.00","1,000.00"
NTC INST FUNDS-GOVT SELECT,0.00,,41.05,41.05,41.05
Account Totals,,,,"282,407.76","146,220.77"
,,,,,
Total Separately Invested Current Funds,,,,"54,782,232.41","54,646,045.42"
,,,,,
TOTAL CURRENT FUNDS,,,,"3,251,775,047.32","3,181,006,829.52"
,,,,,
Endowment Funds,,,,,
,,,,,
Endowment Pool,,,,,
,,,,,
U.S. Equities,,,,,
BlackRock ,,,,,
BLACKROCK ESG INSIGHTS US ,,,"13,147,589.70","133,118,771.90","186,060,337.58"
,,,,,
Ariel Investments,,,,,
ADT INC DEL COM,csus,,"13,756.00","131,227.02","84,599.40"
ADTALEM GLOBAL ED INC COM,csus,,"13,225.00","402,886.43","475,703.25"
AFFILIATED MANAGERS GROUP INC,csus,,"6,855.00","692,974.55","799,293.00"
BOK FINL CORP COM NEW,csus,,"7,454.00","477,790.99","563,373.32"
BIO RAD LABS INC,csus,,446.00,"42,740.37","220,770.00"
BOYD GAMING CORP COM,csus,,"15,702.00","996,635.98","781,174.50"
CBRE GROUP INC CL A CL A,csus,,"6,339.00","148,909.10","466,613.79"
CHARLES RIV LABORATORIES INTL I,csus,,882.00,"83,394.37","188,721.54"
ENVISTA HLDGS CORP COM,csus,,"13,956.00","241,500.35","537,864.24"
FIRST AMERN FINL CORP COM STK,csus,,"9,792.00","286,055.24","518,192.64"
GENTEX CORP COM,csus,,"25,524.00","785,998.48","713,906.28"
INTERPUBLIC GROUP COMPANIES INC,csus,,"18,214.00","228,982.22","501,431.42"
JONES LANG LASALLE INC COM STK,csus,,"3,719.00","372,249.03","650,304.34"
KKR & CO INC CL A CL A,csus,,"16,529.00","246,665.38","765,127.41"
KENNAMETAL INC CAP,csus,,"19,830.00","655,795.00","460,650.90"
KEYSIGHT TECHNOLOGIES INC COM,csus,,"1,303.00","49,778.18","179,618.55"
LAB CORP AMER HLDGS COM NEW,csus,,"2,322.00","240,474.22","544,183.92"
MADISON SQUARE GARDEN SPORTS   ,csus,,"3,355.00","495,589.08","506,605.00"
MADISON SQUARE GARDEN ENTMT COR,csus,,"16,092.00","1,202,035.11","846,761.04"
MASCO CORP COM,csus,,"9,808.00","360,881.43","496,284.80"
MATTEL INC COM STOCK           ,csus,,"33,600.00","510,770.34","750,288.00"
MOHAWK INDS INC COM,csus,,"5,651.00","614,825.17","701,232.59"
NORTHERN TR CORP COM,csus,,"6,110.00","431,019.40","589,492.80"
RESIDEO TECHNOLOGIES INC COM US,csus,,"22,324.00","555,414.25","433,532.08"
SIMPSON MFG INC COM,csus,,"1,758.00","53,884.57","176,872.38"
SMUCKER J M CO COM NEW,csus,,"4,487.00","480,561.57","574,380.87"
SNAP-ON INC COM,csus,,"1,982.00","203,455.32","390,513.46"
STERICYCLE INC COM,csus,,"8,974.00","419,797.09","393,509.90"
VIACOMCBS INC NPV CLASS B,csus,,"30,888.00","1,110,597.42","762,315.84"
ZEBRA TECHNOLOGIES CORP CL A,csus,,"1,719.00","433,272.65","505,300.05"
AXALTA COATING SYSTEMS LTD COM ,csus,,"30,610.00","856,228.05","676,787.10"
JANUS HENDERSON GROUP PLC      ,csus,,"15,357.00","475,019.30","361,043.07"
LAZARD LTD CL A,csus,,"25,096.00","861,287.25","813,361.36"
MANCHESTER UTD PLC NEW COM,csus,,"30,949.00","516,928.35","344,152.88"
ROYAL CARIBBEAN CRUISES COM STK,csus,,"11,204.00","672,756.76","391,131.64"
CASH ACCOUNT (ADJUSTMENT),caus,,"-2,309.75","-2,309.75","-2,309.75"
NTC INST FUNDS-GOVT SELECT,myus,,"112,979.15","112,979.15","112,979.15"
Account Totals,,,,"16,449,049.41","18,275,762.76"
,,,,,
Total U.S. Equity,,,,"149,567,821.31","204,336,100.34"
,,,,,
Non-U.S. Equity ,,,,,
BLACKROCK - ACWI EX-US IMI ,,,"11,506,149.62","158,651,218.38","189,471,512.69"
BLACKROCK - MMF B,0.00,,0.63,0.63,0.63
CASH ACCOUNT (ADJUSTMENT),caus,,"-1,978.63","-1,978.63","-1,978.63"
Total Non-U.S. Equity,,,,"158,649,240.38","189,469,534.69"
,,,,,
Fixed Income,,,,,
Attucks - Garcia Hamilton,,,,,
AFLAC INC 3.6% DUE 04-01-2030/0,3.60,04/01/30,"2,055,000.00","2,117,636.40","1,946,076.55"
BANK AMER CORP 3.974% 02-07-203,3.97,02/07/30,"3,180,000.00","3,509,858.51","3,003,774.45"
CITIGROUP INC FIXED 3.98% 03-20,3.98,03/20/30,"2,405,000.00","2,533,486.48","2,249,305.93"
CITIGROUP INC 4.412% DUE,4.41,03/31/31,"1,010,000.00","1,192,783.11","964,619.56"
GOLDMAN SACHS GROUP INC 4.223%,4.22,05/01/29,"1,835,000.00","1,992,300.78","1,763,788.46"
INTERNATIONAL BUSINESS MACHS CO,3.50,05/15/29,"2,860,000.00","2,930,659.84","2,719,060.29"
JPMORGAN CHASE & CO NT FIXED/FL,3.54,05/01/28,"1,910,000.00","1,954,267.25","1,810,875.53"
JPMORGAN CHASE & CO 2.739% DUE,2.74,10/15/30,"1,670,000.00","1,580,805.30","1,457,080.81"
MORGAN STANLEY FORMERLY MORGAN ,3.59,07/22/28,"1,660,000.00","1,693,261.30","1,571,482.54"
WELLS FARGO & COMPANY ,3.58,05/22/28,"2,415,000.00","2,477,196.99","2,291,132.69"
WELLS FARGO & CO MEDIUM TERM SR,4.15,01/24/29,"1,055,000.00","1,099,556.30","1,019,835.90"
UNITED STATES TREAS BDS BD 3.75,3.75,08/15/41,"6,785,000.00","7,131,115.85","7,129,020.67"
UNITED STATES OF AMER TREAS BON,2.50,05/15/46,"7,495,000.00","7,425,886.05","6,352,598.01"
UNITED STATES TREASURY 2.25%  1,2.25,11/15/27,"11,235,000.00","10,963,663.56","10,771,117.41"
UNITED STATES TREAS NTS 2.625%,2.63,02/15/29,"7,350,000.00","7,217,234.37","7,156,201.15"
UNITED STATES OF AMER TREAS BD ,2.38,05/15/27,"3,645,000.00","3,539,687.17","3,528,530.88"
UNITED STATES TREAS NTS 1.875%,1.88,07/31/26,"4,740,000.00","4,545,486.41","4,527,810.96"
UNITED STATES OF AMERICA TBOND ,1.75,11/15/29,"740,000.00","662,820.31","679,036.72"
US TREASURY N/B 1.5% DUE 02-15-,1.50,02/15/30,"11,100,000.00","10,013,281.05","9,970,054.63"
US TREASURY N/B 1.25% DUE 08-15,1.25,08/15/31,"7,580,000.00","6,573,771.88","6,525,314.10"
FEDERAL HOME LN MTG CORP POOL #,3.00,04/01/40,"1,470,904.42","1,544,243.39","1,400,815.72"
FNMA POOL #FM4541 3.0% DUE 05-0,3.00,05/01/40,"1,477,050.21","1,549,517.99","1,404,752.19"
FNMA POOL #FM6990 3.0% DUE 08-0,3.00,08/01/40,"1,183,501.62","1,245,635.45","1,125,053.97"
FNMA POOL #MA3152 3.5% DUE 10-0,3.50,10/01/37,"1,925,574.69","2,046,406.38","1,893,655.48"
FNMA POOL #MA3634 3.5% DUE 04-0,3.50,04/01/39,"656,933.62","700,866.05","641,921.02"
NTC INST FUNDS-GOVT SELECT,0.00,,"306,828.22","306,828.22","306,828.22"
Account Totals,,,,"88,548,256.38","84,209,743.84"
,,,,,
Attucks - Payden & Rygel,,,,,
PVTPL ALLEGRO CLO XII LTD/ALLEG,2.80,01/21/32,"350,000.00","350,000.00","332,194.42"
PVTPL ARBOR RLTY COML REAL ESTA,2.59,09/15/34,"350,000.00","302,750.00","342,053.25"
ARES XXXVIII CLO LTD / ARES XXX,2.46,04/20/30,"500,000.00","491,500.01","472,756.55"
PVTPL CARS-DB4 LP/CARS-DB5 L P/,4.17,02/15/50,"240,000.00","239,897.11","225,729.89"
CARS-DB4 LP / CARS-DB5 L P / NE,1.44,08/15/51,"453,386.95","453,187.38","399,706.89"
PVTPL OCTAGON INVT PARTNERS 32,3.09,07/15/29,"350,000.00","350,000.00","335,238.47"
PVTPL SYMPHONY CLO XXIV LTD/SYM,2.83,01/23/32,"250,000.00","250,000.00","238,830.90"
PVTPL TEXTAINER MARINE CONTAINE,1.94,08/20/46,"373,333.30","373,268.90","322,168.08"
PVTPL WIND RIV 2013-2 CLO LTD 2,2.04,10/18/30,"400,000.00","400,000.00","393,118.08"
PVTPL PLANET FITNESS MASTER ISS,3.86,12/05/49,"214,500.00","214,500.00","190,696.72"
PVTPL ZAXBYS FDG LLC SER 21-1A,3.24,07/30/51,"297,750.00","297,750.00","258,942.46"
PVTPL ADANI ELECTRICITY MUMBAI ,3.95,02/12/30,"340,000.00","340,000.00","276,718.83"
BANK AMER CORP 2.592% DUE,2.59,04/29/31,"545,000.00","562,004.00","462,237.96"
BANK MONTREAL QUE 4.338%,4.34,10/05/28,"260,000.00","260,000.00","259,684.25"
BANK NOVA SCOTIA B C 1.3% DUE 0,1.30,06/11/25,"285,000.00","284,367.30","264,420.18"
PVTPL BHARTI AIRTEL LTD SR NT 4,4.38,06/10/25,"260,000.00","282,516.00","258,863.80"
PVTPL CIBANCO S A INSTITUCION D,4.38,07/22/31,"350,000.00","348,624.50","249,373.25"
CITIGROUP INC 2.572% DUE,2.57,06/03/31,"420,000.00","420,000.00","353,047.27"
TENNESSEE GAS PIPELINE CO 7.625,7.63,04/01/37,"350,000.00","438,505.50","391,309.04"
CORPORACION INMOBILIARIA VESTA ,3.63,05/13/31,"275,000.00","271,680.75","218,311.66"
CREDIT AGRICOLE S A LONDON BRH ,1.91,06/16/26,"345,000.00","345,000.00","317,275.78"
DEUTSCHE BK AG N Y BRANCH 2.311,2.31,11/16/27,"175,000.00","175,000.00","151,021.88"
PVTPL NEW YORK LIFE INSURANCE 5,5.88,05/15/33,"139,000.00","173,476.17","152,991.70"
EBAY INC 1.9% DUE 03-11-2025/03,1.90,03/11/25,"220,000.00","227,550.40","206,651.65"
EQUINIX INC 2.9%,2.90,11/18/26,"200,000.00","216,134.00","185,868.18"
FEL ENERGY VI S A R L 5.75% DUE,5.75,12/01/40,"263,728.74","276,585.51","191,203.34"
PVTPL FEDERATION DES CAISSES DE,2.05,02/10/25,"260,000.00","259,680.20","245,489.19"
PVTPL GALAXY PIPELINE ASSETS BI,2.63,03/31/36,"320,000.00","320,000.00","259,086.69"
PVTPL GLENCORE FDG LLC 3.875% D,3.88,04/27/51,"275,000.00","275,746.75","206,033.87"
KEURIG DR PEPPER INC 4.417% DUE,4.42,05/25/25,"22,000.00","22,000.00","22,172.17"
LOW INCOME INVT FD 3.711% DUE 0,3.71,07/01/29,"290,000.00","290,000.00","281,363.83"
MACQUARIE BK LTD SUB NT SER C 1,3.05,03/03/36,"350,000.00","350,000.00","277,541.60"
PVTPL MACQUARIE GROUP LTD SR ME,3.76,11/28/28,"140,000.00","140,000.00","131,062.07"
PVTPL NATIONWIDE BLDG SOC MEDIU,1.50,10/13/26,"325,000.00","323,817.00","289,528.92"
PVTPL INDONESIA ASAHAN ALUMINI ,4.75,05/15/25,"230,000.00","227,734.50","228,477.40"
RECKITT BENCKISER TREAS SVCS PL,2.75,06/26/24,"200,000.00","201,592.00","195,685.89"
PVTPL SMBC AVIATION CAP FIN DAC,4.13,07/15/23,"200,000.00","200,706.00","198,310.84"
SEAGATE HDD CAYMAN 3.375% DUE 0,3.38,07/15/31,"300,000.00","300,000.00","233,151.00"
PVTPL STELLANTIS FIN US INC 2.6,2.69,09/15/31,"275,000.00","275,000.00","217,728.94"
SWEDBANK AB MEDIUM TERM NTS BOO,1.30,06/02/23,"205,000.00","204,760.15","200,639.65"
TOLEDO HOSP 6.015%  11-15-2048,6.02,11/15/48,"326,000.00","326,000.00","304,729.10"
TORONTO DOMINION BK SR MEDIUM T,3.77,06/06/25,"425,000.00","425,000.00","422,586.99"
PVTPL VERMILION ENERGY INC 6.87,6.88,05/01/30,"200,000.00","198,482.00","179,000.00"
WESTPAC BANKING CORPORATION 2.9,2.96,11/16/40,"210,000.00","210,653.65","151,928.17"
ANHEUSER BUSCH INBEV WORLDWIDE ,8.00,11/15/39,"150,000.00","210,612.00","191,195.46"
PVTPL NATIONWIDE MUT INS CO SUR,9.38,08/15/39,"250,000.00","405,524.00","342,104.59"
ANHEUSER-BUSCH INBEV WOR 8.2% D,8.20,01/15/39,"100,000.00","159,164.00","129,101.55"
PVTPL OHIO NATL LIFE INS CO SUR,6.88,06/15/42,"175,000.00","201,167.75","191,953.33"
PVTPL KKR GROUP FIN CO II LLC 5,5.50,02/01/43,"350,000.00","381,989.00","349,262.85"
GOLDMAN SACHS GROUP INC 6.75% D,6.75,10/01/37,"100,000.00","131,519.00","110,742.19"
ENTERGY LA LLC 4.0% 03-15-2033,4.00,03/15/33,"165,000.00","164,742.60","156,912.77"
HESS CORP 5.8% DUE 04-01-2047/0,5.80,04/01/47,"75,000.00","84,765.00","74,798.24"
ALLIANT ENERGY FIN LLC 3.75% DU,3.75,06/15/23,"85,000.00","84,957.50","85,061.21"
PVTPL MACQUARIE GROUP LTD SR ME,3.19,11/28/23,"150,000.00","147,384.00","149,647.16"
NORTHWELL HEALTHCARE INC 4.26%,4.26,11/01/47,"140,000.00","140,000.00","128,319.50"
VODAFONE GROUP PLC 5.25% DUE,5.25,05/30/48,"190,000.00","194,026.10","180,759.56"
JPMORGAN CHASE & CO 3.797% DUE,3.80,07/23/24,"250,000.00","250,822.50","249,069.27"
PVTPL WEA FIN LLC 4.625% 09-20-,4.63,09/20/48,"175,000.00","174,072.50","133,237.75"
PVPTL DAIMLER FIN NORTH AMER LL,2.18,05/04/23,"155,000.00","155,000.00","154,735.78"
GENERAL ELEC CAP CORP TRANCHE #,6.75,03/15/32,"124,000.00","151,591.24","138,721.38"
VOLKSWAGEN GROUP AMER FIN LLC 4,4.25,11/13/23,"470,000.00","467,222.30","469,947.55"
PVTPL NEXTERA ENERGY OPER PARTN,4.25,07/15/24,"290,000.00","309,575.00","277,414.00"
MITSUBISHI UFJ FINL GROUP INC 2,2.80,07/18/24,"240,000.00","240,000.00","233,780.75"
PVTPL VISTRA OPERATIONS CO LLC ,4.30,07/15/29,"260,000.00","259,438.40","235,462.60"
ABBVIE INC 2.6% DUE 11-21-2024,2.60,11/21/24,"245,000.00","244,781.95","237,150.31"
AMER AIRLINES 3.15% 08-15-2033,3.15,08/15/33,"249,640.36","249,640.36","220,663.28"
CIGNA CORP NEW CORP 4.125% 11-1,4.13,11/15/25,"375,000.00","374,688.75","375,411.11"
BOEING CO 2.196% DUE 02-04-2026,2.20,02/04/26,"350,000.00","350,000.00","315,477.97"
SANTANDER HLDGS USA INC 3.244%,3.24,10/05/26,"200,000.00","197,764.08","187,555.31"
PVTPL DUQUESNE LIGHT HLDGS INC ,2.78,01/07/32,"375,000.00","375,000.00","307,317.99"
OWL ROCK CAP CORP 3.75% DUE,3.75,07/22/25,"195,000.00","194,270.70","180,352.17"
DELL INTL L L C/EMC CORP 8.35%,8.35,07/15/46,"25,000.00","32,303.75","31,133.11"
CIGNA CORP NEW 3.05% DUE 11-30-,3.05,11/30/22,"150,000.00","149,539.96","149,988.94"
REALTY INCOME CORP 4.6% DUE,4.60,02/06/24,"150,000.00","155,781.05","151,269.37"
COMCAST CORP NEW 1.95% DUE,1.95,01/15/31,"340,000.00","338,932.40","282,830.47"
GENERAL MTRS FINL CO INC 2.35%,2.35,01/08/31,"375,000.00","375,000.00","290,731.52"
KELLOGG CO 2.1% DUE,2.10,06/01/30,"215,000.00","214,421.65","178,877.87"
PVTPL NISSAN MTR ACCEP CORP 2.0,2.00,03/09/26,"300,000.00","299,715.00","259,550.97"
APPLE INC 2.55% DUE 08-20-2060,2.55,08/20/60,"160,000.00","158,292.80","109,571.70"
PHILLIPS EDISON GROCERY  2.625%,2.63,11/15/31,"200,000.00","197,384.00","154,734.17"
ORACLE CORP 3.6% DUE 04-01-2050,3.60,04/01/50,"145,000.00","144,498.30","100,725.45"
VMWARE INC 2.2% 08-15-2031,2.20,08/15/31,"275,000.00","274,458.25","216,542.35"
FS KKR CAP CORP 3.4% DUE,3.40,01/15/26,"400,000.00","395,320.00","355,020.52"
CHARTER COMMUNICATIONS OPER LLC,4.40,12/01/61,"325,000.00","324,694.50","233,742.62"
MERCK & CO INC NEW 1.45% DUE,1.45,06/24/30,"160,000.00","158,625.60","132,937.85"
COREBRIDGE FINL INC SR NT 144A,3.90,04/05/32,"475,000.00","474,297.00","426,132.31"
PVTPL BROADCOM INC 3.137% DUE 1,3.14,11/15/35,"84,000.00","69,641.38","63,788.12"
WELLS FARGO & CO MEDIUM TERM SR,2.39,06/02/28,"430,000.00","430,000.00","385,077.44"
EQUIFAX INC 3.1% DUE,3.10,05/15/30,"105,000.00","104,800.50","92,227.15"
CENTRAL GARDEN & PET CO 4.125%,4.13,10/15/30,"290,000.00","291,725.00","237,947.90"
GOLDMAN SACHS GROUP INC 3.5% DU,3.50,04/01/25,"130,000.00","129,953.20","127,433.04"
AMERICAN CAMPUS CMNTYS OPER PAR,2.25,01/15/29,"125,000.00","124,910.00","115,750.47"
PINNACLE WEST CAP CORP 1.3% DUE,1.30,06/15/25,"195,000.00","194,980.50","178,341.45"
BANCO SANTANDER SA FORMERLY BAN,1.72,09/14/27,"200,000.00","200,000.00","173,595.48"
STANFORD UNIV CALIF 2.413% DUE,2.41,06/01/50,"390,000.00","390,000.00","279,051.26"
ORACLE CORP 3.95% DUE 03-25-205,3.95,03/25/51,"325,000.00","325,601.25","238,711.45"
TARGA RES CORP 4.2%,4.20,02/01/33,"400,000.00","399,260.00","362,338.14"
INVITATION HOMES 4.15% 04-15-20,4.15,04/15/32,"255,000.00","254,760.75","231,522.86"
LIFE STORAGE LP 2.2% DUE,2.20,10/15/30,"300,000.00","299,714.05","240,445.07"
SUZANO AUSTRIA GMBH 3.125%,3.13,01/15/32,"270,000.00","266,292.90","203,266.80"
LOWES COS INC 2.625% DUE 04-01-,2.63,04/01/31,"325,000.00","324,970.75","278,167.89"
CAPITAL ONE FINANCIAL CORP 2.35,2.36,07/29/32,"400,000.00","400,000.00","305,093.28"
PVTPL NRG ENERGY INC 2.45% DUE,2.45,12/02/27,"300,000.00","301,621.00","257,590.07"
DEERE JOHN CAP CORP MEDIUM TERM,3.40,06/06/25,"275,000.00","274,936.75","273,773.58"
PVTPL AMFAM HOLDINGS INC 3.833%,3.83,03/11/51,"175,000.00","175,000.00","139,676.75"
CUBESMART L P SR NT 2.25% 12-15,2.25,12/15/28,"150,000.00","149,451.75","128,167.40"
AT&T INC 3.5% DUE 09-15-2053 RE,3.50,09/15/53,"274,000.00","219,493.69","207,691.61"
PVTPL MAGALLANES INC 5.141% 03-,5.14,03/15/52,"275,000.00","275,000.00","230,821.25"
BANK MONTREAL QUE MEDIUM TERM S,3.70,06/07/25,"350,000.00","349,919.50","346,900.76"
DUKE ENERGY CAROLINAS LLC 2.85%,2.85,03/15/32,"175,000.00","174,893.25","155,271.23"
PVTPL HCA 5YR 144A NEW ISSUEá,3.13,03/15/27,"350,000.00","349,307.00","317,984.21"
AMERICAN TOWER CORP NEW 2.3%,2.30,09/15/31,"325,000.00","323,193.00","257,420.81"
PVTPL BROADCOM INC 4.926% 05-15,4.93,05/15/37,"309,000.00","285,861.21","277,031.69"
SABINE PASS LIQUEFACTION LLC 5.,5.75,05/15/24,"350,000.00","384,435.50","356,943.88"
JPMORGAN CHASE & CO 4.125% DUE,4.13,12/15/26,"200,000.00","209,848.00","198,203.29"
CITIGROUP INC 4.45% DUE 09-29-2,4.45,09/29/27,"175,000.00","184,912.00","171,383.01"
PVTPL AVIATION CAP GROUP CORP 4,4.88,10/01/25,"105,000.00","115,876.95","101,771.20"
PVTPL PROTECTIVE LIFE CORP SR N,4.30,09/30/28,"100,000.00","99,759.00","98,551.60"
BANK AMER CORP 3.705% BNDS,3.71,04/24/28,"200,000.00","204,594.00","190,650.18"
ACWA PWR MGMT & INVTS ONE LTD 5,5.95,12/15/39,"229,540.00","268,274.89","231,835.40"
PVTPL BRSP 2021-FL1 LTD / BRSP,4.31,08/19/38,"300,000.00","300,000.00","277,845.00"
PVTPL CMO BX COML MTG TR 2021-V,2.43,05/15/38,"500,000.00","498,836.90","469,863.45"
BX COML MTG TR 2021-SOAR COML M,3.13,06/15/38,"173,684.31","173,684.31","163,653.00"
I/OCANTOR COMMERCIAL REAL ESTAT,1.30,05/15/52,"3,895,217.59","310,738.32","209,663.20"
PVTPL CLNC 2019-FL1 LTD/CLNC SE,2.87,08/20/35,"177,153.84","177,153.84","173,804.22"
PVTPL CMO CSMC SER 2019-ICE4 CL,2.55,05/15/36,"420,000.00","420,000.00","410,647.86"
PVTPL CMO CHC COML MTG TR SR 19,2.44,06/15/34,"317,601.75","317,601.75","310,246.98"
CMO CITIGROUP COML MTG TR 2018-,0.94,11/10/51,"3,167,761.68","185,376.04","123,056.45"
PVTPL COREVEST AMERN FIN SER 20,4.03,11/15/52,"234,331.07","234,329.32","233,597.05"
CMO FEDERAL HOME LN MTG CORP SE,2.41,08/25/29,"180,000.00","185,386.14","166,045.97"
PVTPL HGI CRE CLO 2021-FL1 LTD,2.56,06/16/36,"450,000.00","450,000.00","435,581.01"
SREIT TR 2021-FLWR COML MTG PAS,1.90,07/15/36,"300,000.00","298,907.82","284,931.96"
PVTPL TPG REAL ESTATE FIN LTDSER 2021-FL14 CL A FL,2.72,03/15/38,"400,000.00","400,000.00","389,204.24"
BX COML MTG TR 2021-VOLT MTG PA,2.02,09/15/36,"725,000.00","725,000.00","699,247.64"
BERMUDA GOVT 3.375% 08-20-2050,3.38,08/20/50,"200,000.00","199,438.00","144,883.74"
STATE OF ISRAEL 3.875% DUE 07-0,3.88,07/03/50,"200,000.00","200,000.00","175,670.80"
MALAYSIA WAKALA SUKUK BERHAD 2.,2.07,04/28/31,"275,000.00","275,000.00","243,702.31"
REPUBLIC OF PERU 2.783% DUE 01-,2.78,01/23/31,"400,000.00","400,008.00","340,059.64"
PVTPL REPUBLIC OF UZBEKISTAN 3.,3.90,10/19/31,"225,000.00","224,968.50","159,012.00"
UNITED STATES TREAS NTS DTD 11/,2.88,11/30/25,"698,000.00","792,495.22","693,828.36"
UNITED STATES TREAS BDS TBOND F,3.00,02/15/49,"2,815,000.00","2,848,311.32","2,682,497.08"
UNITED STATES TREAS BDS TREASUR,2.38,11/15/49,"2,670,000.00","2,950,767.63","2,255,107.04"
UNITED STATES OF AMERICA TNOTE ,1.50,01/15/23,"744,000.00","762,676.74","739,350.00"
UNITED STS TREAS NTS .5% DUE 02,0.50,02/28/26,"3,000,000.00","2,958,632.81","2,734,335.93"
UNITED STATES TREAS NTS 1.375%,1.50,02/15/25,"1,555,000.00","1,541,393.75","1,494,500.78"
UNITED STATES TREAS NTS 1.75% D,1.88,02/15/32,"2,782,000.00","2,638,575.67","2,520,318.13"
UNITED STATES TREAS BDS 2.0% 02,2.25,02/15/52,"680,000.00","659,595.31","559,618.75"
UNITED STATES TREAS BDS 1.875%,1.88,02/15/51,"1,760,000.00","1,603,140.58","1,320,206.25"
UNITED STATES TREAS NTS .625% 1,0.75,11/15/24,"1,010,000.00","1,006,917.41","957,685.15"
UNITED STATES TREAS NTS 1.375%,1.38,11/15/31,"4,490,000.00","4,358,432.03","3,894,373.44"
UNITED STATES OF AMER TREAS NOT,1.00,07/31/28,"378,000.00","374,810.64","334,308.51"
WI UNITED STS TREAS NTS .125% 0,0.13,03/31/23,"980,000.00","979,578.91","960,974.22"
UNITED STATES TREAS NTS .25% DU,0.25,06/15/23,"659,000.00","660,655.43","642,241.83"
UNITED STATES OF AMER TREAS BON,2.00,08/15/51,"1,070,000.00","1,066,440.16","826,951.17"
UNITED STATES OF AMER TREAS NOT,0.38,01/31/26,"1,808,000.00","1,784,216.56","1,644,008.76"
UNITED STS TREAS NTS .125% DUE,0.13,09/15/23,"6,414,000.00","6,312,923.90","6,198,780.22"
UNITED STATES OF AMER TREAS NOT,2.75,04/30/27,"410,000.00","406,476.56","404,458.60"
UNITED STATES OF AMER TREAS NOT,3.25,06/30/27,"650,000.00","657,261.72","656,347.65"
FEDERAL HOME LN MTG CORP POOL #,3.00,07/01/33,"280,648.43","300,907.73","277,301.87"
FHLMC SUPER 15Y FIXED 2.0% 01-0,2.00,01/01/36,"435,570.45","440,742.85","407,300.62"
FREDDIE MAC FR SD0674 2.5% 09-0,2.50,09/01/51,"402,405.14","417,951.19","362,564.57"
FHLMC POOL #SD0729 2.0% 10-01-2,2.00,10/01/51,"546,963.79","545,681.83","476,850.92"
FHLMC POOL #SD1035 4.0% 05-01-2,4.00,05/01/52,"605,615.81","606,742.04","600,391.84"
FEDERAL HOME LN MTG CORP 4% MBS,4.00,05/01/50,"32,197.40","34,109.12","32,163.20"
FEDERAL HOME LOAN BANKS 2.0% 03,2.00,03/01/51,"562,224.12","560,707.08","490,134.46"
FEDERAL HOME LN MTG CORP POOL #,3.00,10/01/43,"141,240.38","134,972.82","135,142.34"
